meanfreq,sd,median,Q25,Q75,IQR,kurt,sp.ent,sfm,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
[3181.40561299],0.11629638,0.32612476,0.15431364253163338,0.6043022274971008,0.44998858496546745,-0.5458989,0.0010156693,0.0010156693,3349.6693145390695,-8.836713,-410.82022,213.73358,-8.836713,-410.82022,213.73358,624.55383,-8.836713,female
[3243.78242099],0.11599272,0.36542705,0.14816513285040855,0.673175722360611,0.5250105895102024,-1.0250427,0.0010878867,0.0010878867,3172.940358479288,-9.36594,-440.3346,228.0444,-9.36594,-440.3346,228.0444,668.379,-9.36594,female
[3483.40470592],0.117098905,0.4678524,0.2500077337026596,0.7088368684053421,0.4588291347026825,-0.9618573,0.0034779748,0.0034779748,3642.1814348290427,-8.970004,-428.40662,209.0792,-8.970004,-428.40662,209.0792,637.48584,-8.970004,female
[3019.91669316],0.121807806,0.32584465,0.12775501236319542,0.6210473626852036,0.49329235032200813,-0.8281866,0.0013395535,0.0013395535,2986.921471043588,-9.123258,-429.35355,219.22144,-9.123258,-429.35355,219.22144,648.57495,-9.123258,female
[2970.83810773],0.11325619,0.33077914,0.11572634428739548,0.6283090114593506,0.5125826671719551,-0.8334487,0.0010483143,0.0010483143,3001.707233883151,-10.775765,-436.16006,235.7157,-10.775765,-436.16006,235.7157,671.87573,-10.775765,female
[3164.91632345],0.096216545,0.38207054,0.1590205281972885,0.6734013557434082,0.5143808275461197,-0.9965189,0.0009841527,0.0009841527,3020.0484763165546,-8.877256,-443.3045,218.08492,-8.877256,-443.3045,218.08492,661.3894,-8.877256,female
[3140.16889204],0.12139924,0.41088042,0.17364272102713585,0.6941570192575455,0.5205142982304096,-1.0206507,0.0014922724,0.0014922724,3215.767746107655,-9.826834,-377.47012,220.02553,-9.826834,-377.47012,220.02553,597.49567,-9.826834,female
[3338.21058776],0.10117808,0.44643283,0.22242696583271027,0.689868152141571,0.4674411863088608,-0.9157272,0.0011806759,0.0011806759,3234.192126821534,-9.9477005,-416.0878,201.48012,-9.9477005,-416.0878,201.48012,617.56793,-9.9477005,female
[3126.37292005],0.113054544,0.3554201,0.1478702574968338,0.635005846619606,0.4871355891227722,-0.86496615,0.0013691784,0.0013691784,3484.2417096131694,-10.544064,-413.56458,209.76501,-10.544064,-413.56458,209.76501,623.3296,-10.544064,female
[2949.83622219],0.119255684,0.3022051,0.10598094388842583,0.5975045561790466,0.4915236122906208,-0.67443687,0.00086746697,0.00086746697,2922.0540901181994,-10.231723,-429.65298,230.32698,-10.231723,-429.65298,230.32698,659.98,-10.231723,female
[3149.99337302],0.11177553,0.36203444,0.1356537640094757,0.6570347845554352,0.5213810205459595,-0.99133617,0.0012952938,0.0012952938,3338.941385423316,-11.345092,-393.5591,218.05347,-11.345092,-393.5591,218.05347,611.61255,-11.345092,female
[3159.25930815],0.11527548,0.3754928,0.16242187470197678,0.652856782078743,0.4904349073767662,-0.73188657,0.0013397613,0.0013397613,3282.958779783203,-10.516788,-424.55695,225.97089,-10.516788,-424.55695,225.97089,650.52783,-10.516788,female
[2952.16945673],0.106783345,0.3467558,0.147247776389122,0.6485782861709595,0.5013305097818375,-0.8980891,0.000970344,0.000970344,3089.322923725351,-8.575749,-422.23557,231.90094,-8.575749,-422.23557,231.90094,654.1365,-8.575749,female
[3055.1598556],0.10932061,0.38903648,0.16287695989012718,0.6891363561153412,0.526259396225214,-1.0315644,0.0010593731,0.0010593731,3198.219545327757,-9.331089,-451.98813,232.72253,-9.331089,-451.98813,232.72253,684.7107,-9.331089,female
[3003.09889383],0.09768804,0.3655187,0.13838623091578484,0.6695978045463562,0.5312115736305714,-1.0137602,0.0011039028,0.0011039028,2948.2155231929833,-10.455093,-446.18277,215.95172,-10.455093,-446.18277,215.95172,662.1345,-10.455093,female
[3490.44333139],0.10079905,0.48791143,0.28111330419778824,0.720158725976944,0.43904542177915573,-0.9327316,0.0028177553,0.0028177553,3552.830777495662,-10.794853,-446.79102,209.18,-10.794853,-446.79102,209.18,655.971,-10.794853,female
[3150.16901334],0.086948015,0.376186,0.16969159618020058,0.6556977480649948,0.48600615188479424,-0.86635137,0.0011566231,0.0011566231,3054.46476868953,-10.708458,-418.6198,214.83423,-10.708458,-418.6198,214.83423,633.45404,-10.708458,female
[3092.37287716],0.11567437,0.31634623,0.1061607152223587,0.6355791538953781,0.5294184386730194,-0.8985539,0.00094671454,0.00094671454,2929.8336334634205,-11.4913225,-446.73465,230.43436,-11.4913225,-446.73465,230.43436,677.169,-11.4913225,female
[2995.72341436],0.11425698,0.37224516,0.15593453869223595,0.6590593755245209,0.5031248368322849,-0.9629511,0.0010547101,0.0010547101,3026.2315109984156,-9.251737,-409.52332,225.55197,-9.251737,-409.52332,225.55197,635.0753,-9.251737,female
[3057.30175315],0.123418175,0.3407485,0.1282561905682087,0.6325041353702545,0.5042479448020458,-0.85784245,0.0011007087,0.0011007087,3291.144749354965,-9.672499,-365.27942,211.03723,-9.672499,-365.27942,211.03723,576.31665,-9.672499,female
[3130.97173279],0.102276124,0.3283279,0.13070542737841606,0.6277781128883362,0.4970726855099201,-0.8412078,0.0013492497,0.0013492497,3350.8086553865614,-9.619177,-443.19843,225.88614,-9.619177,-443.19843,225.88614,669.0846,-9.619177,female
[3121.03023643],0.10396114,0.37128606,0.15682439878582954,0.656920924782753,0.5000965259969234,-0.895601,0.0012057071,0.0012057071,3345.9930284768566,-8.695576,-421.2523,231.21584,-8.695576,-421.2523,231.21584,652.46814,-8.695576,female
[2902.05157223],0.12227842,0.35627258,0.1465577557682991,0.6538806706666946,0.5073229148983955,-0.9350543,0.0010697203,0.0010697203,2994.928240881775,-8.937527,-440.00534,233.89319,-8.937527,-440.00534,233.89319,673.89856,-8.937527,female
[3080.7770693],0.09827392,0.41253704,0.15795831382274628,0.699291467666626,0.5413331538438797,-1.1047122,0.0009044089,0.0009044089,2756.0183564295003,-8.767604,-444.56796,232.64532,-8.767604,-444.56796,232.64532,677.21326,-8.767604,female
[3127.45965165],0.08755353,0.37417138,0.13878293707966805,0.6663416177034378,0.5275586806237698,-0.96239215,0.0010810286,0.0010810286,2698.6056982858795,-8.979073,-457.1427,224.95605,-8.979073,-457.1427,224.95605,682.09875,-8.979073,female
[3247.28487178],0.074232176,0.3747814,0.15163429826498032,0.6636653542518616,0.5120310559868813,-0.9914256,0.0011661188,0.0011661188,2888.6045618270673,-10.814421,-460.53772,239.02274,-10.814421,-460.53772,239.02274,699.5604,-10.814421,female
[3208.29876019],0.09039473,0.43376142,0.1795118749141693,0.7317599356174469,0.5522480607032776,-1.1820196,0.0008702878,0.0008702878,2738.333077058573,-9.670959,-443.65482,233.48145,-9.670959,-443.65482,233.48145,677.1362,-9.670959,female
[3113.20060199],0.09334587,0.44268876,0.19643966108560562,0.7126696556806564,0.5162299945950508,-1.0770364,0.0009701859,0.0009701859,2831.1323314843703,-10.605869,-453.46735,234.84009,-10.605869,-453.46735,234.84009,688.30743,-10.605869,female
[3098.69213633],0.121711716,0.3666631,0.15685521811246872,0.6416220366954803,0.4847668185830116,-0.8408881,0.001387218,0.001387218,3242.5557132230147,-11.41526,-375.31357,224.41983,-11.41526,-375.31357,224.41983,599.7334,-11.41526,female
[3123.53225118],0.09581061,0.38377088,0.153046403080225,0.6666250675916672,0.5135786645114422,-1.0074261,0.0009662465,0.0009662465,2886.190259338998,-8.299452,-435.73676,233.32889,-8.299452,-435.73676,233.32889,669.0657,-8.299452,female
[3294.71062471],0.07550803,0.39663422,0.1768270879983902,0.6741719841957092,0.49734489619731903,-0.89714366,0.001310728,0.001310728,3104.7419026151747,-9.328097,-461.784,229.52612,-9.328097,-461.784,229.52612,691.3101,-9.328097,female
[3303.85027265],0.10739805,0.37234098,0.17040873691439629,0.6534223854541779,0.48301364853978157,-0.8784194,0.0018333034,0.0018333034,3590.5944349317956,-10.791236,-393.43967,222.77847,-10.791236,-393.43967,222.77847,616.21814,-10.791236,female
[3066.72232225],0.10572002,0.34524268,0.11866049841046333,0.6469900608062744,0.5283295623958111,-0.91376305,0.0008059801,0.0008059801,2805.477222227253,-8.630955,-440.86942,232.57965,-8.630955,-440.86942,232.57965,673.4491,-8.630955,female
[3019.39331968],0.11829018,0.32901987,0.132438275963068,0.6283790320158005,0.49594075605273247,-0.814953,0.0011213475,0.0011213475,3289.28338437604,-10.405666,-411.7991,227.31093,-10.405666,-411.7991,227.31093,639.11005,-10.405666,female
[2959.10342929],0.10510462,0.36151013,0.14783259481191635,0.6532579064369202,0.5054253116250038,-0.85688734,0.0008315714,0.0008315714,2763.464750408542,-10.426295,-441.9229,220.44698,-10.426295,-441.9229,220.44698,662.3699,-10.426295,female
[3205.54141338],0.1060594,0.32620502,0.1199166551232338,0.6161008179187775,0.49618416279554367,-0.790283,0.001382649,0.001382649,3152.0688047665403,-10.395696,-386.6295,232.70059,-10.395696,-386.6295,232.70059,619.3301,-10.395696,female
[3151.41487026],0.110675,0.34470502,0.11981868371367455,0.6547545194625854,0.5349358357489109,-0.97794485,0.0009390778,0.0009390778,2972.570650221395,-9.094265,-430.013,223.73346,-9.094265,-430.013,223.73346,653.74646,-9.094265,female
[2959.81943836],0.11454868,0.2763875,0.08847464993596077,0.5864966809749603,0.49802203103899956,-0.7262853,0.0008746098,0.0008746098,2842.8913820747443,-10.78118,-375.01276,218.41226,-10.78118,-375.01276,218.41226,593.42505,-10.78118,female
[2988.8700654],0.10617065,0.33581513,0.14242494106292725,0.6267902851104736,0.4843653440475464,-0.79905003,0.0010182436,0.0010182436,3109.089460298825,-9.564769,-382.4417,237.48476,-9.564769,-382.4417,237.48476,619.92645,-9.564769,female
[3153.90402871],0.116910525,0.3360681,0.12548518925905228,0.627443864941597,0.5019586756825447,-0.84616154,0.0011895046,0.0011895046,3126.283676004477,-10.951344,-393.01706,233.70146,-10.951344,-393.01706,233.70146,626.7185,-10.951344,female
[3148.99003585],0.09783211,0.370748,0.15262467041611671,0.6592401266098022,0.5066154561936855,-0.96194047,0.0013535464,0.0013535464,3013.3704274336583,-10.979434,-435.0175,223.5817,-10.979434,-435.0175,223.5817,658.5992,-10.979434,female
[3087.16718816],0.104644135,0.29808694,0.1064341552555561,0.5963412225246429,0.48990706726908684,-0.7446968,0.0010950182,0.0010950182,2859.6314055936605,-11.245153,-409.18,233.61066,-11.245153,-409.18,233.61066,642.79065,-11.245153,female
[2884.93616493],0.11687152,0.319708,0.12955938652157784,0.6248442083597183,0.4952848218381405,-0.77289456,0.000830876,0.000830876,2727.581414084642,-9.137949,-438.6201,217.96777,-9.137949,-438.6201,217.96777,656.5879,-9.137949,female
[3484.309002],0.060368847,0.5690029,0.3949081525206566,0.7636251002550125,0.3687169477343559,-0.7451307,0.0033769282,0.0033769282,3418.8404524123926,-11.09013,-573.0096,198.67725,-11.09013,-573.0096,198.67725,771.6868,-11.09013,female
[2915.26728691],0.11265244,0.3446613,0.14394554123282433,0.6342571973800659,0.4903116561472416,-0.8498485,0.001155593,0.001155593,3078.2111096493577,-10.42818,-424.6698,224.71878,-10.42818,-424.6698,224.71878,649.38855,-10.42818,female
[3023.98406385],0.14488567,0.2830162,0.08603454940021038,0.5860669761896133,0.500032426789403,-0.6468232,0.0010666306,0.0010666306,3177.671221581318,-9.357558,-361.81592,219.59592,-9.357558,-361.81592,219.59592,581.41187,-9.357558,female
[2964.91688926],0.055213645,0.44470948,0.19330307096242905,0.7090879827737808,0.5157849118113518,-1.1030446,0.0024454033,0.0024454033,2837.509683032057,-11.511692,-504.1097,248.62071,-11.511692,-504.1097,248.62071,752.7304,-11.511692,male
[2948.64898976],0.06724894,0.38568574,0.14264850690960884,0.6786158978939056,0.5359673909842968,-1.0541995,0.0027649452,0.0027649452,3104.1593942690797,-13.017362,-502.97696,243.71805,-13.017362,-502.97696,243.71805,746.695,-13.017362,male
[2902.93169296],0.041066393,0.35656944,0.1576428785920143,0.6488796323537827,0.49123675376176834,-0.718159,0.0019053123,0.0019053123,2657.174817384223,-13.701812,-489.72202,244.22778,-13.701812,-489.72202,244.22778,733.9498,-13.701812,male
[3328.36231366],0.024007453,0.527781,0.30743974447250366,0.7523781955242157,0.44493845105171204,-0.8558293,0.0030132877,0.0030132877,3212.2766374501543,-16.066833,-505.0082,215.32553,-16.066833,-505.0082,215.32553,720.33374,-16.066833,male
[2626.46391283],0.059349008,0.30653006,0.12047944962978363,0.6277578473091125,0.5072783976793289,-0.87978625,0.0012249133,0.0012249133,2412.206643781588,-13.175272,-494.8824,240.2623,-13.175272,-494.8824,240.2623,735.14465,-13.175272,male
[3126.88400496],0.04358278,0.44663596,0.18694429472088814,0.7020778506994247,0.5151335559785366,-1.004321,0.0035137788,0.0035137788,2818.589963683977,-14.206317,-516.5213,240.2486,-14.206317,-516.5213,240.2486,756.7699,-14.206317,male
[2757.83180727],0.053250927,0.38052258,0.1557246670126915,0.6701209843158722,0.5143963173031807,-0.9515033,0.0016268392,0.0016268392,2639.4214752784846,-13.433423,-497.7083,241.3125,-13.433423,-497.7083,241.3125,739.0208,-13.433423,male
[2891.57882411],0.055335183,0.34266782,0.10458239912986755,0.663072407245636,0.5584900081157684,-1.0181732,0.0017851635,0.0017851635,2692.2839045896935,-14.272277,-495.46606,234.64095,-14.272277,-495.46606,234.64095,730.107,-14.272277,male
[2786.24303467],0.048237123,0.33624968,0.12871881946921349,0.6282020211219788,0.4994832016527653,-0.83652323,0.0013345539,0.0013345539,2951.146480538005,-14.176059,-491.23843,231.15121,-14.176059,-491.23843,231.15121,722.38965,-14.176059,male
[2579.23480165],0.05552411,0.40582675,0.2104591578245163,0.6445830762386322,0.4341239184141159,-0.70943063,0.00078634394,0.00078634394,2331.4089937350727,-11.280253,-425.58536,241.86018,-11.280253,-425.58536,241.86018,667.44556,-11.280253,male
[2862.3209837],0.05069747,0.3908679,0.20409256219863892,0.6537734121084213,0.4496808499097824,-0.60203946,0.0020093045,0.0020093045,2783.1279681803608,-12.737708,-462.06543,244.91237,-12.737708,-462.06543,244.91237,706.9778,-12.737708,male
[2893.32292512],0.063924514,0.36704355,0.1541651412844658,0.6539530456066132,0.49978790432214737,-0.82527024,0.0020798037,0.0020798037,2711.574696618694,-14.245362,-487.46045,235.0214,-14.245362,-487.46045,235.0214,722.4818,-14.245362,male
[2619.8165342],0.076070346,0.29066548,0.10476311482489109,0.6188824623823166,0.5141193475574255,-0.7907222,0.0010794341,0.0010794341,2534.2477843990946,-11.183119,-494.6843,242.22002,-11.183119,-494.6843,242.22002,736.9043,-11.183119,male
[2607.08716014],0.06866215,0.28227288,0.11546248756349087,0.5815820544958115,0.4661195669323206,-0.50832397,0.0011255547,0.0011255547,2435.693721464415,-11.714378,-494.25412,248.01953,-11.714378,-494.25412,248.01953,742.2737,-11.714378,male
[2925.50645369],0.035113305,0.43078974,0.2051234245300293,0.6891852915287018,0.4840618669986725,-1.0151765,0.002022754,0.002022754,2604.1235319677003,-14.754876,-499.9118,229.40991,-14.754876,-499.9118,229.40991,729.3217,-14.754876,male
[2625.85969124],0.054684114,0.3768145,0.1624753512442112,0.6534141004085541,0.4909387491643429,-0.8958153,0.0013573393,0.0013573393,2655.306320314929,-11.843714,-480.70105,233.69257,-11.843714,-480.70105,233.69257,714.3936,-11.843714,male
[2809.68601876],0.06276689,0.2906736,0.10970320366322994,0.6064865291118622,0.49678332544863224,-0.7130086,0.0010018502,0.0010018502,2701.0154932527835,-13.373872,-484.10953,232.08124,-13.373872,-484.10953,232.08124,716.1908,-13.373872,male
[2394.36457326],0.069183215,0.25643665,0.08346942253410816,0.6004068404436111,0.516937417909503,-0.6118935,0.000719579,0.000719579,2282.572415370295,-12.145485,-506.3536,235.19472,-12.145485,-506.3536,235.19472,741.54834,-12.145485,male
[3033.70543248],0.05165112,0.43456653,0.207954790443182,0.6995829045772552,0.49162811413407326,-0.998069,0.002485879,0.002485879,2757.151450099235,-12.809555,-497.584,241.07423,-12.809555,-497.584,241.07423,738.65826,-12.809555,male
[3044.23934594],0.047451217,0.36298263,0.15853944420814514,0.6350324600934982,0.4764930158853531,-0.8618994,0.0021860877,0.0021860877,3105.3897985324384,-13.459896,-504.6721,239.0636,-13.459896,-504.6721,239.0636,743.7357,-13.459896,male
[2648.38894746],0.07036908,0.3257824,0.1053557489067316,0.6208665370941162,0.5155107881873846,-0.889062,0.0019503885,0.0019503885,2339.5629498898998,-14.013256,-497.14795,229.59473,-14.013256,-497.14795,229.59473,726.7427,-14.013256,male
[2855.60923135],0.06233969,0.36718678,0.13032712042331696,0.6631936281919479,0.532866507768631,-0.93053913,0.002378389,0.002378389,2871.5504612180753,-13.001112,-487.44577,221.62677,-13.001112,-487.44577,221.62677,709.0725,-13.001112,male
[2848.2079207],0.04526453,0.431185,0.18171018734574318,0.7046320289373398,0.5229218415915966,-0.98004144,0.002189156,0.002189156,2415.7167866977306,-14.50399,-506.92667,252.12994,-14.50399,-506.92667,252.12994,759.05664,-14.50399,male
[2871.62150162],0.05223681,0.37924454,0.14320281147956848,0.6625333875417709,0.5193305760622025,-0.9931214,0.0016143866,0.0016143866,2934.0173205504025,-12.870542,-507.30215,247.02454,-12.870542,-507.30215,247.02454,754.32666,-12.870542,male
[2619.83900938],0.06021235,0.33297336,0.13143828138709068,0.6261092573404312,0.49467097595334053,-0.6693385,0.0014562798,0.0014562798,2695.489393606946,-13.042248,-495.61124,241.24438,-13.042248,-495.61124,241.24438,736.8556,-13.042248,male
[2552.98009318],0.06988936,0.3219607,0.1238978710025549,0.6110497117042542,0.48715184070169926,-0.7904127,0.001230803,0.001230803,2550.9142524677563,-12.089063,-461.4841,239.97537,-12.089063,-461.4841,239.97537,701.4595,-12.089063,male
[3104.52801715],0.047658253,0.3809004,0.1660301424562931,0.6485950946807861,0.482564952224493,-0.8733981,0.003650777,0.003650777,3131.1177923551086,-13.730396,-491.09195,245.7156,-13.730396,-491.09195,245.7156,736.80756,-13.730396,male
[2810.87459309],0.0612662,0.339719,0.13483206555247307,0.6244258731603622,0.4895938076078892,-0.8410592,0.0013867958,0.0013867958,2875.4657860147977,-13.037821,-500.5898,230.2102,-13.037821,-500.5898,230.2102,730.80005,-13.037821,male
[2853.34011689],0.044186797,0.44994515,0.24756039306521416,0.681841641664505,0.43428124859929085,-0.8784731,0.0020375547,0.0020375547,2523.4039100389277,-11.659768,-496.91898,230.40353,-11.659768,-496.91898,230.40353,727.3225,-11.659768,male
[2401.37517666],0.087007605,0.26586837,0.08883295021951199,0.5640540421009064,0.4752210918813944,-0.5667965,0.00041779788,0.00041779788,2221.5219455307574,-11.202885,-483.37067,234.98796,-11.202885,-483.37067,234.98796,718.35864,-11.202885,male
[2655.14426781],0.062356528,0.47305852,0.2866072878241539,0.6936596632003784,0.4070523753762245,-0.69197994,0.0010395298,0.0010395298,2509.57010587273,-11.872886,-486.05344,198.51222,-11.872886,-486.05344,198.51222,684.5657,-11.872886,male
[2618.12287778],0.0514758,0.421111,0.20163830369710922,0.662358358502388,0.4607200548052788,-0.8992124,0.00061900954,0.00061900954,2380.467714454773,-12.374373,-409.49036,218.09364,-12.374373,-409.49036,218.09364,627.584,-12.374373,male
[2673.87336579],0.08649305,0.30913568,0.10175194963812828,0.6087031364440918,0.5069511868059635,-0.76981163,0.00061302923,0.00061302923,2579.591555595449,-11.824477,-457.80698,222.60257,-11.824477,-457.80698,222.60257,680.40955,-11.824477,male
[2574.20216537],0.076229595,0.2832452,0.06789695098996162,0.575309693813324,0.5074127428233624,-0.61151576,0.0005205227,0.0005205227,2281.7618489071883,-12.870788,-388.61624,218.895,-12.870788,-388.61624,218.895,607.5112,-12.870788,male
[2463.36877646],0.073439874,0.28464478,0.10039700195193291,0.5863561779260635,0.48595917597413063,-0.6423134,0.0008757606,0.0008757606,2550.370864558485,-11.539071,-494.81134,237.01242,-11.539071,-494.81134,237.01242,731.8237,-11.539071,male
[2741.11029814],0.046893824,0.3462359,0.1576533131301403,0.6252359598875046,0.4675826467573643,-0.7951749,0.0014833342,0.0014833342,2625.567306513719,-12.857456,-459.2054,266.82153,-12.857456,-459.2054,266.82153,726.027,-12.857456,male
[2898.0046821],0.045679893,0.38751477,0.1514734886586666,0.6682519912719727,0.516778502613306,-0.9316806,0.0024887517,0.0024887517,3052.3035683566554,-14.550097,-495.82285,225.63605,-14.550097,-495.82285,225.63605,721.45886,-14.550097,male
[2688.63055382],0.05955812,0.3043378,0.11260945722460747,0.6050170511007309,0.49240759387612343,-0.6933461,0.0014491316,0.0014491316,2681.1597933289336,-13.216678,-500.25897,266.18872,-13.216678,-500.25897,266.18872,766.4477,-13.216678,male
[2952.9028646],0.04680249,0.46365315,0.1771216318011284,0.7215686291456223,0.5444469973444939,-1.1284975,0.002359847,0.002359847,2756.554971791496,-14.884951,-505.34293,234.22862,-14.884951,-505.34293,234.22862,739.57153,-14.884951,male
[3129.12731728],0.04639159,0.46191,0.18315457180142403,0.7079883366823196,0.5248337648808956,-1.1060117,0.0037020796,0.0037020796,2823.885598275728,-14.581246,-499.35394,235.9459,-14.581246,-499.35394,235.9459,735.29987,-14.581246,male
[2578.98916675],0.057095908,0.38222212,0.14935505390167236,0.6700335443019867,0.5206784904003143,-0.9932334,0.0013318555,0.0013318555,2229.3997238620136,-13.155578,-525.90924,241.80176,-13.155578,-525.90924,241.80176,767.711,-13.155578,male
[3029.96584849],0.060006958,0.35695952,0.1254313848912716,0.660687044262886,0.5352556593716145,-0.9495261,0.0024825952,0.0024825952,2875.7040603826376,-13.833353,-494.31635,224.9718,-13.833353,-494.31635,224.9718,719.28815,-13.833353,male
[2870.4674295],0.054354552,0.4212842,0.1332756094634533,0.6980963349342346,0.5648207254707813,-1.149467,0.0020473204,0.0020473204,2649.805256686929,-13.802106,-512.27216,250.77127,-13.802106,-512.27216,250.77127,763.04346,-13.802106,male
[2594.17587049],0.07070209,0.31880862,0.10495034232735634,0.6360855251550674,0.5311351828277111,-0.91272837,0.00085887976,0.00085887976,2386.2978683741103,-12.246689,-489.8218,241.4639,-12.246689,-489.8218,241.4639,731.2857,-12.246689,male
[2920.00707872],0.065155245,0.4016664,0.14172597974538803,0.6805105060338974,0.5387845262885094,-1.0617093,0.0016988507,0.0016988507,2903.347102700417,-12.767349,-498.3759,227.66965,-12.767349,-498.3759,227.66965,726.04553,-12.767349,male
[2716.93363165],0.06003164,0.32254964,0.12538232654333115,0.6321367919445038,0.5067544654011726,-0.8141897,0.0015428435,0.0015428435,2688.8440342516037,-12.730238,-491.88977,247.02298,-12.730238,-491.88977,247.02298,738.9127,-12.730238,male
[2983.13310475],0.043180745,0.46650684,0.17938269302248955,0.7311020940542221,0.5517194010317326,-1.1752747,0.0023596173,0.0023596173,2771.526174635139,-14.747859,-503.99155,239.384,-14.747859,-503.99155,239.384,743.37555,-14.747859,male
[3017.9167702],0.036293272,0.42644376,0.18240606412291527,0.7041205614805222,0.5217144973576069,-1.0703796,0.0030361402,0.0030361402,2756.1817491693646,-14.832296,-508.64188,244.41975,-14.832296,-508.64188,244.41975,753.06165,-14.832296,male
[2842.36857724],0.041866366,0.44432086,0.19073033705353737,0.7049588710069656,0.5142285339534283,-1.0628823,0.0023242917,0.0023242917,2486.2669405783918,-13.563477,-508.67368,225.87549,-13.563477,-508.67368,225.87549,734.5492,-13.563477,male
